FY,Month,Channel,Inv. Date,Cust-SAP Code,Ship To Name,EAN No.,net_content,brand,PPT Category,category,sub_category,range,Description,MRP,Inv Qty,Inv. Net value(LOC),Inv. Tax Amount(LOC),Total MRP sales,Avg Tot,MTD-Sale type,PO Type,Chain name for Dashboard,Zone,State
FY27,Jul'26,MT,2026-07-01,1100618,Reliance Retail Limited Fb08,8904417311570.0,,Mamaearth,,Body,,,ME Vitamin C Lotion Soap Pack of 4,378.0,48,8937.15,446.86,20400,0.5399995098039216,Sales,Direct,Reliance Retail Limited,North,Punjab
FY27,Jul'26,MT,2026-07-01,1100618,Reliance Retail Limited Fb08,8904417309546.0,,Mamaearth,,Hair,,,ME Onion Hair Fall Control Shampoo 650ml,862.0,24,7093.04,354.65,20688,0.6399995166279969,Sales,Direct,Reliance Retail Limited,North,Punjab
FY27,Jul'26,MT,2026-07-01,1100618,Reliance Retail Limited Fb08,8904417314298.0,,Mamaearth,,Face,,,ME Rice Dewy Bright Face wash 150 ml,449.0,192,29223.09,5260.15,86208,0.5999995360059391,Sales,Direct,Reliance Retail Limited,North,Punjab
FY27,Jul'26,MT,2026-07-01,1100618,Reliance Retail Limited Fb08,8904417300512.0,,Mamaearth,,Face,,,ME Ubtan Glow Facewash 150ml,419.0,360,60272.61,10849.06,161640,0.5599995669388765,Sales,Direct,Reliance Retail Limited,North,Punjab
FY27,Jul'26,MT,2026-07-01,1100618,Reliance Retail Limited Fb08,8904417314298.0,,Mamaearth,,Face,,,ME Rice Dewy Bright Face wash 150 ml,449.0,336,51140.41,9205.26,150864,0.5999995360059391,Sales,Direct,Reliance Retail Limited,North,Punjab
FY27,Jul'26,MT,2026-07-01,1100618,Reliance Retail Limited Fb08,8904417310351.0,,Mamaearth,,Hair,,,ME Rosemary Anti-Hairfall Shampoo 400 ml,533.0,96,22727.8,1136.39,57504,0.5849994782971619,Sales,Direct,Reliance Retail Limited,North,Punjab
FY27,Jul'26,MT,2026-07-01,1100618,Reliance Retail Limited Fb08,8906087775713.0,,The Derma Co,,Face,,,TDC 1%Hyaluronic Sunscreen Aqua Gel 50gm,499.0,100,30870.38,5556.66,49900,0.2699991983967935,Sales,Direct,Reliance Retail Limited,North,Punjab
FY27,Jul'26,MT,2026-07-01,1100618,Reliance Retail Limited Fb08,8904417318364.0,,Mamaearth,,Face,,,ME Rice Light Moisturizing Cream 200 g,449.0,72,14739.27,2653.07,39528,0.5599994940295487,Sales,Direct,Reliance Retail Limited,North,Punjab
FY27,Jul'26,MT,2026-07-01,1100618,Reliance Retail Limited Fb08,8904417316896.0,,Mamaearth,,Face,,,ME Rice Water Dewy Sunscreen 80 g,549.0,120,49759.38,8956.68,83880,0.2999992846924177,Sales,Direct,Reliance Retail Limited,North,Punjab
FY27,Jul'26,MT,2026-07-01,1100618,Reliance Retail Limited Fb08,8904417317183.0,,Mamaearth,,Body,,,ME Ubtan Moisturizing Body Lotion 400 ml,499.0,48,9491.2,1708.41,26352,0.5749996205221615,Sales,Direct,Reliance Retail Limited,North,Punjab
FY27,Jul'26,MT,2026-07-01,1100618,Reliance Retail Limited Fb08,8904417306255.0,,Aqualogica,,Face,,,AQ Detan + Dewy Sunscreen Gel 50g,449.0,72,19999.56,3599.92,32328,0.2699987626825042,Sales,Direct,Reliance Retail Limited,North,Punjab
FY27,Jul'26,MT,2026-07-02,1102038,RELIANCE RETAIL LIMITED-Badli,8904417322361.0,,Mamaearth,,Hair,,,ME Rice Shampoo 400ml,533.0,48,11363.89,568.2,28752,0.584999652198108,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-02,1102038,RELIANCE RETAIL LIMITED-Badli,8904417311570.0,,Mamaearth,,Body,,,ME Vitamin C Lotion Soap Pack of 4,378.0,72,13405.71,670.28,30600,0.5400003267973856,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-02,1102038,RELIANCE RETAIL LIMITED-Badli,8904417311587.0,,Mamaearth,,Body,,,ME Ubtan Lotion Soap Pack of 4,378.0,36,6702.86,335.14,15300,0.54,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-02,1102038,RELIANCE RETAIL LIMITED-Badli,8904417314298.0,,Mamaearth,,Face,,,ME Rice Dewy Bright Face wash 150 ml,449.0,336,51140.29,9205.26,150864,0.6000003314243292,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-02,1102038,RELIANCE RETAIL LIMITED-Badli,8904417317183.0,,Mamaearth,,Body,,,ME Ubtan Moisturizing Body Lotion 400 ml,499.0,48,9491.19,1708.42,26352,0.5749996205221615,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-02,1102038,RELIANCE RETAIL LIMITED-Badli,8904417309546.0,,Mamaearth,,Hair,,,ME Onion Hair Fall Control Shampoo 650ml,862.0,48,14186.06,709.3,41376,0.64,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-02,1102038,RELIANCE RETAIL LIMITED-Badli,8906087770442.0,,Mamaearth,,Baby,,,ME Gentle Cleansing Shampoo 400ml,444.0,30,5988.0,299.4,14970,0.5800000000000001,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-02,1102038,RELIANCE RETAIL LIMITED-Badli,8906087772187.0,,Mamaearth,,Hair,,,ME Onion Shampoo 400 ml,533.0,210,49716.98,2485.86,125790,0.5850000794975754,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-02,1102038,RELIANCE RETAIL LIMITED-Badli,8904417318364.0,,Mamaearth,,Face,,,ME Rice Light Moisturizing Cream 200 g,449.0,36,7369.63,1326.54,19764,0.5599994940295487,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-02,1102038,RELIANCE RETAIL LIMITED-Badli,8904417300512.0,,Mamaearth,,Face,,,ME Ubtan Glow Facewash 150ml,419.0,240,40181.68,7232.7,107760,0.5600001855976244,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-02,1102038,RELIANCE RETAIL LIMITED-Badli,8904417323696.0,,Mamaearth,,Hair,,,Rosemary Anti-Hair Fall Shampoo 650ml,929.0,36,11466.51,573.32,33444,0.6400002990072957,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-02,1102038,RELIANCE RETAIL LIMITED-Badli,8904417309546.0,,Mamaearth,,Hair,,,ME Onion Hair Fall Control Shampoo 650ml,862.0,24,7093.03,354.66,20688,0.6399995166279969,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-02,1102038,RELIANCE RETAIL LIMITED-Badli,8904417316346.0,,Mamaearth,,Face,,,ME Rice Face Wash 50 ml,125.0,72,5338.98,961.02,9000,0.3,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-02,1102038,RELIANCE RETAIL LIMITED-Badli,8904417310351.0,,Mamaearth,,Hair,,,ME Rosemary Anti-Hairfall Shampoo 400 ml,533.0,48,11363.89,568.2,28752,0.584999652198108,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-03,1100930,Reliance Retail Limited_Fr87,8904417319200.0,,Mamaearth,,Face,,,ME Tea Tree Oil Control Face Wash 150 ml,419.0,48,7305.76,1315.04,21552,0.6000000000000001,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-03,1100930,Reliance Retail Limited_Fr87,8904417317589.0,,Mamaearth,,Body,,,ME Vitamin C Moisturizing BodyWash 500ml,599.0,24,5177.8,932.0,14376,0.575,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-03,1100930,Reliance Retail Limited_Fr87,8906087771807.0,,Mamaearth,,Hair,,,ME Onion Hair fall control Shampoo 250ml,310.0,90,20940.0,1047.0,31410,0.3,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-03,1100930,Reliance Retail Limited_Fr87,8904417314298.0,,Mamaearth,,Face,,,ME Rice Dewy Bright Face wash 150 ml,449.0,768,116892.18,21040.6,344832,0.6000000579992576,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-03,1100930,Reliance Retail Limited_Fr87,8904417322774.0,,Mamaearth,,Face,,,ME Rice Dewy Bright Face Wash 200 ml,549.0,36,6396.1,1151.3,21564,0.6499999999999999,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-03,1100930,Reliance Retail Limited_Fr87,8904417309546.0,,Mamaearth,,Hair,,,ME Onion Hair Fall Control Shampoo 650ml,862.0,48,14186.06,709.3,41376,0.64,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-03,1100930,Reliance Retail Limited_Fr87,8904417300512.0,,Mamaearth,,Face,,,ME Ubtan Glow Facewash 150ml,419.0,680,113848.14,20492.66,305320,0.56,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-03,1100930,Reliance Retail Limited_Fr87,8904417318074.0,,Mamaearth,,Face,,,ME Beetroot Hydraful APC 200 g,449.0,36,7369.63,1326.54,19764,0.5599994940295487,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-03,1100930,Reliance Retail Limited_Fr87,8906087772187.0,,Mamaearth,,Hair,,,ME Onion Shampoo 400 ml,533.0,390,92331.57,4616.58,233610,0.585,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-03,1100930,Reliance Retail Limited_Fr87,8904417322361.0,,Mamaearth,,Hair,,,ME Rice Shampoo 400ml,533.0,216,51137.49,2556.88,129384,0.5849999227106907,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-03,1100930,Reliance Retail Limited_Fr87,8906087776215.0,,Mamaearth,,Baby,,,ME Milky Soft Bathing Bar (75g*2),221.0,50,8300.0,415.0,12450,0.3,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-03,1100930,Reliance Retail Limited_Fr87,8906087775713.0,,The Derma Co,,Face,,,TDC 1%Hyaluronic Sunscreen Aqua Gel 50gm,499.0,100,30870.34,5556.66,49900,0.27,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-03,1100930,Reliance Retail Limited_Fr87,8904417310351.0,,Mamaearth,,Hair,,,ME Rosemary Anti-Hairfall Shampoo 400 ml,533.0,216,51137.49,2556.88,129384,0.5849999227106907,Sales,Direct,Reliance Retail Limited,North,Haryana
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417315141.0,,The Derma Co,,Face,,,TDC 2% Sali Cinamide anti-acne face wash,449.0,576,117257.52,21106.36,258624,0.464999845335313,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417317183.0,,Mamaearth,,Body,,,ME Ubtan Moisturizing Body Lotion 400 ml,499.0,192,37964.76,6833.66,105408,0.5749998102610807,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8906087771333.0,,Mamaearth,,Face,,,ME Ultra Light Sunscreen 80 G,499.0,144,26184.82,4713.27,71856,0.5699998608327767,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417319200.0,,Mamaearth,,Face,,,ME Tea Tree Oil Control Face Wash 150 ml,419.0,288,43834.59,7890.22,129312,0.5999999226676566,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8906087770008.0,,Mamaearth,,Baby,,,ME moisturizing daily lotion 200 ml,249.0,60,8862.71,1595.29,14940,0.3,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417317183.0,,Mamaearth,,Body,,,ME Ubtan Moisturizing Body Lotion 400 ml,499.0,48,9491.19,1708.41,26352,0.575,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417309546.0,,Mamaearth,,Hair,,,ME Onion Hair Fall Control Shampoo 650ml,862.0,288,85116.36,4255.82,248256,0.6399999194379995,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417311587.0,,Mamaearth,,Body,,,ME Ubtan Lotion Soap Pack of 4,378.0,120,22342.86,1117.14,51000,0.54,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8906087771807.0,,Mamaearth,,Hair,,,ME Onion Hair fall control Shampoo 250ml,310.0,90,20940.0,1047.0,31410,0.3,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8906087771814.0,,Mamaearth,,Hair,,,ME Onion HF Control Conditioner 250ML,349.0,180,42605.09,7668.91,71820,0.3,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417310351.0,,Mamaearth,,Hair,,,ME Rosemary Anti-Hairfall Shampoo 400 ml,533.0,336,79547.22,3977.36,201264,0.5849999006280309,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8906087770442.0,,Mamaearth,,Baby,,,ME Gentle Cleansing Shampoo 400ml,444.0,90,17964.0,898.2,44910,0.58,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417314298.0,,Mamaearth,,Face,,,ME Rice Dewy Bright Face wash 150 ml,449.0,2832,431040.13,77587.2,1271568,0.5999998977640204,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417317244.0,,Mamaearth,,Body,,,ME Rice Water Hydrating Body Lotion 400,499.0,144,28473.57,5125.24,79056,0.5749998735073871,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417318074.0,,Mamaearth,,Face,,,ME Beetroot Hydraful APC 200 g,449.0,72,14739.25,2653.07,39528,0.56,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8906087772187.0,,Mamaearth,,Hair,,,ME Onion Shampoo 400 ml,533.0,300,71024.31,3551.21,179700,0.5849998887033945,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8906087771807.0,,Mamaearth,,Hair,,,ME Onion Hair fall control Shampoo 250ml,310.0,270,62820.01,3141.0,94230,0.2999998938766846,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417312294.0,,Mamaearth,,Hair,,,ME Lemon Anti-Dandruff Shampoo 400 ml,533.0,144,34091.67,1704.58,86256,0.584999884066036,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8906087776116.0,,Mamaearth,,Baby,,,ME Milky Soft Body Wash For Babies 400ml,499.0,30,5328.31,959.1,14970,0.579999331997328,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417310245.0,,Mamaearth,,Hair,,,ME Onion hair oil 200 ml,444.0,108,21043.54,1052.18,53892,0.59,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417316346.0,,Mamaearth,,Face,,,ME Rice Face Wash 50 ml,125.0,720,53389.84,9610.17,90000,0.2999998888888889,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8906087778462.0,,Aqualogica,,Face,,,AQ Glow+ Dewy Gel Sunscreen 50g,449.0,100,27777.13,4999.88,44900,0.2699997772828507,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8906087772859.0,,Mamaearth,,Face,,,ME Vit C Face Wash 100 ml,285.0,240,40576.28,7303.73,68400,0.2999998538011696,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417306255.0,,Aqualogica,,Face,,,AQ Detan + Dewy Sunscreen Gel 50g,449.0,72,19999.53,3599.92,32328,0.2699996906706261,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417307740.0,,Mamaearth,,Hair,,,ME Rosemary Anti-Hair Fall Shampoo 250ml,310.0,45,10470.0,523.5,15705,0.3,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417300512.0,,Mamaearth,,Face,,,ME Ubtan Glow Facewash 150ml,419.0,1240,207605.47,37368.98,556760,0.5599999101946979,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417311570.0,,Mamaearth,,Body,,,ME Vitamin C Lotion Soap Pack of 4,378.0,168,31280.01,1564.0,71400,0.5399998599439777,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417316896.0,,Mamaearth,,Face,,,ME Rice Water Dewy Sunscreen 80 g,549.0,120,49759.33,8956.68,83880,0.2999998807820696,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8906087778233.0,,Mamaearth,,Face,,,ME Ubtan Natural Glow Face Wash 50 ml,125.0,200,14830.51,2669.49,25000,0.3,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417322361.0,,Mamaearth,,Hair,,,ME Rice Shampoo 400ml,533.0,192,45455.55,2272.78,115008,0.5849999130495269,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417318364.0,,Mamaearth,,Face,,,ME Rice Light Moisturizing Cream 200 g,449.0,108,22108.89,3979.6,59292,0.5599998313431829,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1102952,Reliance Retail Limited_SL6S,8904417317053.0,,Mamaearth,,Body,,,ME Ubtan Moisturizing Body Wash 275 ml,299.0,48,5169.15,930.45,14352,0.575,Sales,Direct,Reliance Retail Limited,North,Rajasthan
FY27,Jul'26,MT,2026-07-03,1103576,Avenue Supermarts Ltd.-DC-1091,8904417312546.0,,Mamaearth,,Face,,,ME Vitamin C Face Wash 150 ml,419.0,240,37898.68,6821.76,107760,0.5849996288047512,Sales,Direct,D-Mart,North,Haryana
FY27,Jul'26,MT,2026-07-03,1103576,Avenue Supermarts Ltd.-DC-1091,8904417310245.0,,Mamaearth,,Hair,,,ME Onion hair oil 200 ml,444.0,180,36355.74,1817.78,89820,0.5749997773324427,Sales,Direct,D-Mart,North,Haryana
FY27,Jul'26,MT,2026-07-03,1103576,Avenue Supermarts Ltd.-DC-1091,8904417314298.0,,Mamaearth,,Face,,,ME Rice Dewy Bright Face wash 150 ml,449.0,240,37898.68,6821.76,107760,0.5849996288047512,Sales,Direct,D-Mart,North,Haryana
FY27,Jul'26,MT,2026-07-03,1103576,Avenue Supermarts Ltd.-DC-1091,8904417315141.0,,The Derma Co,,Face,,,TDC 2% Sali Cinamide anti-acne face wash,449.0,240,37898.68,6821.76,107760,0.5849996288047512,Sales,Direct,D-Mart,North,Haryana
FY27,Jul'26,MT,2026-07-03,1103576,Avenue Supermarts Ltd.-DC-1091,8904417306248.0,,The Derma Co,,Face,,,TDC 1% Kojic Acid Daily Face Wash,299.0,240,28439.01,5119.02,78960,0.5749996200607903,Sales,Direct,D-Mart,North,Haryana
FY27,Jul'26,MT,2026-07-03,1103576,Avenue Supermarts Ltd.-DC-1091,8904417303537.0,,Mamaearth,,Hair,,,ME Onion Hair Fall Control Shampoo 600ml,799.0,360,130997.24,6549.86,323640,0.5749996910147077,Sales,Direct,D-Mart,North,Haryana
FY27,Jul'26,MT,2026-07-03,1103576,Avenue Supermarts Ltd.-DC-1091,8904417300512.0,,Mamaearth,,Face,,,ME Ubtan Glow Facewash 150ml,419.0,200,34245.79,6164.24,89800,0.5499996659242762,Sales,Direct,D-Mart,North,Haryana
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087772378.0,,Mamaearth,,Hair,,,ME Onion Hair Serum 100 ml,299.0,96,17027.79,3065.0,28704,0.3000003483835005,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087770527.0,,Mamaearth,,Baby,,,ME 100% Berry Blast Toothpaste 50gm,132.0,576,50687.98,2534.4,76032,0.300000263047138,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087770152.0,,Mamaearth,,Baby,,,"ME Easy Tummy Roll On, 40ml",280.0,144,26879.99,1344.0,40320,0.300000248015873,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8904417307757.0,,Mamaearth,,Hair,,,ME Rosemary Anti-HairFall Condition250ml,349.0,180,42605.06,7668.91,71820,0.300000417710944,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8904417308099.0,,Mamaearth,,Hair,,,ME Rosemary Hair Growth Oil 100ml,299.0,144,28703.99,1435.2,43056,0.3000002322556669,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087770558.0,,Mamaearth,,Baby,,,ME Dusting Powder for Babies 150gm,199.0,150,17707.62,3187.37,29850,0.3000003350083753,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087771319.0,,Mamaearth,,Baby,,,ME Awesome Orange Toothpaste 50 gm,132.0,288,25343.99,1267.2,38016,0.300000263047138,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087770046.0,,Mamaearth,,Baby,,,ME Deeply Nourishing Body Wash 200ml,249.0,60,8862.71,1595.29,14940,0.3,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087770008.0,,Mamaearth,,Baby,,,ME moisturizing daily lotion 200 ml,249.0,120,17725.41,3190.58,29880,0.3000003346720215,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087771180.0,,Mamaearth,,Baby,,,"ME Moisturizing Soap for babies, 2*75gm",221.0,50,8300.0,415.0,12450,0.3,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087771180.0,,Mamaearth,,Baby,,,"ME Moisturizing Soap for babies, 2*75gm",221.0,200,33199.99,1660.0,49800,0.3000002008032129,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087771883.0,,Mamaearth,,Hair,,,ME Onion Hair Oil 150ml,372.0,72,20111.99,1005.6,30168,0.3000003314770617,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087772460.0,,Mamaearth,,Face,,,ME Ubtan Face Scrub 100 gm,349.0,240,49688.12,8943.87,83760,0.3000001193887296,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087771807.0,,Mamaearth,,Hair,,,ME Onion Hair fall control Shampoo 250ml,310.0,315,73289.96,3664.5,109935,0.3000003638513666,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087770022.0,,Mamaearth,,Baby,,,ME Baby Gentle cleansing shampoo 200ml,221.0,180,29879.99,1494.0,44820,0.3000002231146809,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087771814.0,,Mamaearth,,Hair,,,ME Onion HF Control Conditioner 250ML,349.0,45,10651.26,1917.23,17955,0.3000005569479254,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087774495.0,,The Derma Co,,Face,,,TDC 2% Salicylic Acid Mask 50 gm,499.0,54,15984.92,2877.29,26946,0.2999996288874045,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087773849.0,,The Derma Co,,Face,,,TDC 2% SALICYLIC ACID SERUM 30 ml,499.0,160,52108.46,9379.52,87840,0.3000002276867031,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087772040.0,,The Derma Co,,Face,,,TDC 10% Niacinamide Serum 30ml,599.0,240,85281.34,15350.64,143760,0.3000001391207568,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087772071.0,,The Derma Co,,Face,,,TDC Ceramide+HA Intense Moisturizer 50gm,349.0,96,19875.25,3577.55,33504,0.3,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8904417315141.0,,The Derma Co,,Face,,,TDC 2% Sali Cinamide anti-acne face wash,449.0,528,140635.89,25314.47,237072,0.300000168725113,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087772057.0,,The Derma Co,,Face,,,TDC 20% Vitamin C Serum 20 ml,899.0,66,35198.13,6335.67,59334,0.3,Sales,Direct,Wellness Forever,West,Mumbai
FY27,Jul'26,MT,2026-07-03,1100065,Wellness Forever Medicare Ltd,8906087772019.0,,The Derma Co,,Face,,,TDC 3% AHA-BHA Foaming Face Wash 100ml,349.0,96,19875.25,3577.55,33504,0.3,Sales,Direct,Wellness Forever,West,Mumbai
